Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02,39.982,40.755,39.955,,14320400,0.0,0.0
2019-01-03,40.225,40.899,39.919,40.25006820626886,19868700,0.0,0.0
2019-01-04,40.782,42.202,40.674,41.947676709742595,20984000,0.0,0.0
2019-01-07,42.184,43.245,41.771,42.60784659360845,17967900,0.0,0.0
2019-01-08,43.083,43.47,42.427,42.99171262298846,16255700,0.0,0.0
2019-01-09,41.923,43.353,41.897,42.901715285071894,19100200,0.0,0.0
2019-01-10,42.589,43.128,42.139,42.93766142482464,16652700,0.0,0.0
2019-01-11,42.849,43.703,42.58,43.35813985265868,16397400,0.0,0.0
2019-01-14,43.011,43.452,42.804,43.25913834864297,14869400,0.0,0.0
2019-01-15,42.838,43.795,42.784,43.609320021216476,12142100,0.19,0.0
2019-01-16,43.84,44.03,43.362,43.31969586866899,14114000,0.0,0.0
2019-01-17,43.326,44.138,43.145,43.78562638714198,12711200,0.0,0.0
2019-01-18,44.165,44.734,44.102,44.40347397696501,15930600,0.0,0.0
2019-01-22,44.075,44.373,43.912,44.10487116270201,13318700,0.0,0.0
2019-01-23,44.391,44.652,44.066,44.374675281356126,15551200,0.0,0.0
2019-01-24,44.454,44.607,44.102,44.33871039330228,11442200,0.0,0.0
2019-01-25,44.761,45.031,44.625,44.875698685825,16656600,0.0,0.0
2019-01-28,44.625,44.878,44.409,44.62235251611837,11799100,0.0,0.0
2019-01-29,44.571,45.049,44.391,44.70415702619262,10838600,0.0,0.0
2019-01-30,44.995,45.573,44.761,45.37411747125794,13483800,0.0,0.0
2019-01-31,45.338,45.573,45.185,45.25715190400042,20403600,0.0,0.0
2019-02-01,45.591,46.114,45.383,45.77732054833,14849600,0.0,0.0
2019-02-04,45.465,46.25,45.465,45.974568186998404,12221200,0.0,0.0
2019-02-05,46.177,46.358,45.925,46.1638626067955,13345500,0.0,0.0
2019-02-06,46.196,46.466,45.997,46.18182908328007,9220900,0.0,0.0
2019-02-07,45.835,46.015,45.275,45.234750445283325,14905000,0.0,0.0
2019-02-08,45.203,46.051,44.959,45.95855357943346,11535600,0.0,0.0
2019-02-11,45.988,46.457,45.979,46.13883616376171,9714500,0.0,0.0
2019-02-12,46.439,46.52,46.196,46.12985342563428,14188500,0.0,0.0
2019-02-13,46.25,46.52,45.979,46.30914183426585,11342600,0.0,0.0
2019-02-14,46.241,46.701,46.105,46.36300127731849,11155300,0.0,0.0
2019-02-15,46.141,46.674,46.087,46.57905800352874,13822200,0.0,0.0
2019-02-19,46.457,47.089,46.241,46.848724630526604,12357500,0.0,0.0
2019-02-20,46.926,47.116,46.475,46.62264348272275,13440900,0.0,0.0
2019-02-21,46.593,47.242,46.484,46.92800809346605,14759500,0.0,0.0
2019-02-22,47.278,47.468,47.107,47.26013404704833,11689700,0.0,0.0
2019-02-25,47.603,47.856,47.342,47.331927664774824,14722200,0.0,0.0
2019-02-26,47.342,47.721,47.143,47.36783808580047,12041300,0.0,0.0
2019-02-27,47.396,47.504,47.161,47.16884057389044,10674200,0.0,0.0
2019-02-28,47.107,47.387,46.972,46.94378126576579,31856900,0.0,0.0
2019-03-01,47.378,47.585,47.26,47.28480884753934,15757700,0.0,0.0
2019-03-04,47.531,47.694,46.538,46.859819045402375,14850100,0.0,0.0
2019-03-05,46.963,47.459,46.945,47.146308737417385,16291900,0.0,0.0
2019-03-06,47.206,47.603,47.044,47.13732782285399,12389300,0.0,0.0
2019-03-07,47.107,47.946,47.098,47.344411419278345,16624100,0.0,0.0
2019-03-08,47.242,47.63,47.044,47.51472419779597,15071100,0.0,0.0
2019-03-11,46.872,47.991,46.845,47.41584231697921,20027700,0.0,0.0
2019-03-12,47.531,48.091,47.45,47.54139447885066,18048500,0.0,0.0
2019-03-13,47.883,48.253,47.594,47.77529238085165,19490800,0.0,0.0
2019-03-14,47.811,48.19,47.694,47.766311781361416,24000300,0.0,0.0
2019-03-15,46.385,48.181,46.024,47.66743219966108,43340200,0.0,0.0
2019-03-18,47.712,48.695,47.63,48.13309427681455,21953600,0.0,0.0
2019-03-19,48.551,49.074,48.506,48.6520839212122,19214000,0.0,0.0
2019-03-20,48.632,48.903,47.387,47.37545632447917,24111600,0.0,0.0
2019-03-21,47.495,48.776,47.242,48.618585294033565,16686300,0.0,0.0
2019-03-22,48.388,48.623,47.594,47.46243464602046,16201500,0.0,0.0
2019-03-25,47.432,47.775,47.134,47.43551691730564,11755900,0.0,0.0
2019-03-26,48.091,48.316,47.883,47.91941534532649,11657600,0.0,0.0
2019-03-27,48.082,48.416,47.206,47.49396938705087,12636000,0.0,0.0
2019-03-28,47.829,48.1,47.639,47.83457177512665,9103100,0.0,0.0
2019-03-29,48.253,48.497,48.055,48.300673705631034,11485700,0.0,0.0
2019-04-01,48.623,49.318,48.596,49.07666438152711,15191700,0.0,0.0
2019-04-02,49.101,49.183,48.623,48.68853847647653,10812100,0.0,0.0
2019-04-03,48.876,49.083,48.605,48.607767327181485,12853400,0.0,0.0
2019-04-04,48.605,48.867,48.199,48.391077830428216,9978800,0.0,0.0
2019-04-05,48.497,48.903,48.497,48.48961477337278,10016300,0.0,0.0
2019-04-08,48.488,48.668,48.127,48.300940933629796,10126700,0.0,0.0
2019-04-09,48.28,48.822,48.253,48.399476738586024,9789000,0.0,0.0
2019-04-10,48.605,49.095,48.587,48.741004719793544,8477300,0.24,0.0
2019-04-11,48.995,49.122,48.514,48.57833662377581,8147600,0.0,0.0
2019-04-12,49.04,49.403,48.832,49.215750238778796,9014000,0.0,0.0
2019-04-15,49.403,49.629,49.231,49.333162823845505,7694900,0.0,0.0
2019-04-16,49.557,49.774,49.249,49.29628939099947,7265200,0.0,0.0
2019-04-17,49.566,49.702,49.303,49.197566145476564,7792200,0.0,0.0
2019-04-18,49.348,49.557,49.158,49.23341644727222,8233000,0.0,0.0
2019-04-22,49.312,49.566,49.131,49.32398768558942,6088100,0.0,0.0
2019-04-23,49.629,49.983,49.602,49.61204369146282,10923400,0.0,0.0
2019-04-24,49.856,50.336,49.82,49.82774640812832,8769800,0.0,0.0
2019-04-25,49.992,50.055,49.475,49.67409859612453,8226100,0.0,0.0
2019-04-26,50.056,50.3,49.865,50.03439905358977,7101600,0.0,0.0
2019-04-29,50.119,50.3,49.929,49.73566147639097,6443000,0.0,0.0
2019-04-30,49.91,50.201,49.711,49.960278370170776,10562300,0.0,0.0
2019-05-01,50.146,50.237,49.675,49.5522003156019,7792700,0.0,0.0
2019-05-02,49.684,49.901,49.367,49.29854682177683,9652200,0.0,0.0
2019-05-03,49.675,49.874,49.557,49.47056665363448,11066500,0.0,0.0
2019-05-06,48.859,49.856,48.796,49.52432494679801,9305400,0.0,0.0
2019-05-07,49.131,49.53,48.632,48.7513543510511,11712400,0.0,0.0
2019-05-08,49.267,49.339,48.777,48.74239005013689,10729800,0.0,0.0
2019-05-09,48.46,49.267,48.116,48.975876266892556,10711800,0.0,0.0
2019-05-10,48.741,49.829,48.505,49.33607123663599,11200300,0.0,0.0
2019-05-13,48.696,48.904,48.397,48.2221200481619,10664700,0.0,0.0
2019-05-14,48.623,49.512,48.369,48.84926374105429,11520800,0.0,0.0
2019-05-15,48.868,49.684,48.805,49.2359981888095,8573000,0.0,0.0
2019-05-16,49.774,49.992,49.448,49.30861840195614,10013800,0.0,0.0
2019-05-17,49.122,49.784,49.122,49.18202367670105,9057100,0.0,0.0
2019-05-20,48.904,49.276,48.524,48.41752086870213,9820200,0.0,0.0
2019-05-21,49.14,49.194,48.977,48.876213995238906,8482000,0.0,0.0
2019-05-22,49.158,49.448,48.986,48.90308136045702,8389700,0.0,0.0
2019-05-23,48.696,48.696,47.599,47.88220811731159,11213900,0.0,0.0
2019-05-24,48.388,48.469,47.671,47.60175374066529,9090700,0.0,0.0
2019-05-28,48.116,48.297,46.91,46.672247776675206,28230400,0.0,0.0
2019-05-29,46.62,46.964,46.276,46.6184905158649,12448700,0.0,0.0
2019-05-30,47.073,47.164,46.647,46.64534591817849,8569500,0.0,0.0
2019-05-31,46.448,46.557,45.786,45.62439916433996,11847100,0.0,0.0
2019-06-03,45.831,46.303,45.224,45.297970865838714,17434400,0.0,0.0
2019-06-04,46.04,47.354,45.895,46.875564605557756,17073200,0.0,0.0
2019-06-05,47.844,48.261,47.001,37.88248622923418,15855300,0.0,0.0
2019-06-06,47.218,47.807,47.01,38.236970973227784,10266900,0.0,0.0
2019-06-07,47.862,48.424,47.844,38.72156481415907,11591800,0.0,0.0
2019-06-10,48.66,49.321,48.56,39.26314512869752,12984600,0.0,0.0
2019-06-11,49.403,49.503,48.805,39.21178613169105,11288400,0.0,0.0
2019-06-12,48.66,48.995,48.433,38.97852558785587,10235400,0.0,0.0
2019-06-13,48.931,48.931,48.442,39.138585459983155,11289100,0.0,0.0
2019-06-14,48.596,48.795,48.297,38.72906592776198,12973000,0.0,0.0
2019-06-17,48.351,48.542,47.998,38.61985453095871,15207900,0.0,0.0
2019-06-18,47.916,48.587,47.508,38.45189468537573,20999700,0.0,0.0
2019-06-19,47.817,48.161,47.363,38.29198792877665,35449500,0.0,0.0
2019-06-20,50.744,52.095,50.336,41.303342441551806,54173900,0.0,0.0
2019-06-21,51.796,51.805,50.817,40.6676521534183,45169000,0.0,0.0
2019-06-24,50.989,51.941,50.672,41.114466557958686,19544200,0.0,0.0
2019-06-25,51.551,51.832,50.817,40.626357456153166,25462100,0.0,0.0
2019-06-26,51.152,51.533,50.98,41.0517599013172,15045200,0.0,0.0
2019-06-27,51.669,52.023,51.451,41.13161007510186,12605800,0.0,0.0
2019-06-28,51.578,51.742,51.089,41.276025447527545,42570500,0.0,0.0
2019-07-01,51.805,52.657,51.696,42.022940433365854,20413000,0.0,0.0
2019-07-02,52.467,53.083,52.367,42.346939438486,17569600,0.0,0.0
2019-07-03,52.983,53.437,52.92,42.63603078504046,9989100,0.0,0.0
2019-07-05,53.056,53.953,52.884,42.93940634912197,13838900,0.0,0.0
2019-07-08,53.654,54.089,53.491,43.11961991073615,16105600,0.0,0.0
2019-07-09,53.663,54.053,53.491,43.17073033036411,14348600,0.0,0.0
2019-07-10,54.334,54.842,54.162,43.566845936803084,16059100,0.0,0.0
2019-07-11,54.552,54.579,53.845,43.45083083356716,11150200,0.0,0.0
2019-07-12,54.47,54.47,53.754,43.320392217705376,11234300,0.0,0.0
2019-07-15,54.252,54.252,53.709,43.116960838978095,10721600,0.0,0.0
2019-07-16,53.853,54.135,53.325,42.620314306404104,9698900,0.24,0.0
2019-07-17,53.516,53.653,52.779,42.1664879896189,9090900,0.0,0.0
2019-07-18,52.506,52.916,52.424,42.26145310391425,11882300,0.0,0.0
2019-07-19,53.07,53.271,52.351,41.83750215268775,11663500,0.0,0.0
2019-07-22,52.679,52.861,52.379,41.880619608194934,8761700,0.0,0.0
2019-07-23,52.843,52.916,52.288,41.77183040601344,8141100,0.0,0.0
2019-07-24,52.288,52.989,52.224,42.24842906221493,10778700,0.0,0.0
2019-07-25,53.125,53.362,52.861,42.37923419532798,8175900,0.0,0.0
2019-07-26,53.098,53.38,52.97,42.531535666574825,6057200,0.0,0.0
2019-07-29,53.507,53.507,52.606,42.210801641551164,7439300,0.0,0.0
2019-07-30,52.57,52.925,52.27,41.79417696078409,6367200,0.0,0.0
2019-07-31,52.679,52.679,50.622,40.920044896041254,11966700,0.0,0.0
2019-08-01,51.241,51.742,50.531,40.61384450252835,10215200,0.0,0.0
2019-08-02,51.141,51.141,50.058,40.58428711593855,12644400,0.0,0.0
2019-08-05,50.149,50.149,48.866,39.04374556513743,16204600,0.0,0.0
2019-08-06,49.33,49.557,48.793,39.188706190507595,13149500,0.0,0.0
2019-08-07,48.356,49.211,48.21,38.73605149702327,16344100,0.0,0.0
